0 info it worked if it ends with ok
1 verbose cli [ 'node', '/usr/local/bin/npm', 'update', '-g', 'bower' ]
2 info using npm@1.2.11
3 info using node@v0.8.20
322 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/tunnel-agent/package.json
323 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/chainsaw/package.json
324 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/hashish/package.json
325 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/clean-css/node_modules/optimist/node_modules/wordwrap/package.json
326 verbose from cache /usr/local/lib/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/package.json
327 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream-npm/node_modules/inherits/package.json
328 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/request/package.json
329 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/graceful-fs/package.json
330 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/semver/package.json
331 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/slide/package.json
332 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/chownr/package.json
333 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/mkdirp/package.json
334 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/rimraf/package.json
335 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/retry/package.json
336 verbose from cache /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/couch-login/package.json
337 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/npmlog/package.json
338 verbose from cache /usr/local/lib/node_modules/npm/node_modules/read/node_modules/mute-stream/package.json
339 verbose from cache /usr/local/lib/node_modules/npm/node_modules/init-package-json/node_modules/promzard/package.json
340 verbose read json /usr/local/lib/node_modules/npm/node_modules/init-package-json/node_modules/read/package.json
341 verbose read json /usr/local/lib/node_modules/npm/node_modules/init-package-json/node_modules/read-package-json/package.json
342 verbose read json /usr/local/lib/node_modules/npm/node_modules/init-package-json/node_modules/semver/package.json
343 verbose read json /usr/local/lib/node_modules/npm/node_modules/minimatch/node_modules/lru-cache/package.json
344 verbose from cache /usr/local/lib/node_modules/npm/node_modules/minimatch/node_modules/sigmund/package.json
345 verbose from cache /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/config-chain/package.json
346 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/inherits/package.json
347 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/once/package.json
348 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/mkdirp/package.json
349 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/osenv/package.json
350 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/nopt/package.json
351 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/semver/package.json
352 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/ini/package.json
353 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/config-chain/node_modules/proto-list/package.json
354 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/fstream/node_modules/rimraf/node_modules/graceful-fs/package.json
355 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules/minimatch/package.json
356 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules/fstream/package.json
357 verbose read json /usr/local/lib/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules/inherits/package.json
358 verbose read json /usr/local/lib/node_modules/npm/node_modules/npm-registry-client/node_modules/couch-login/node_modules/request/package.json
359 verbose read json /usr/local/lib/node_modules/npm/node_modules/init-package-json/node_modules/promzard/node_modules/read/package.json
360 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/commander/package.json
361 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/nan/package.json
362 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/tinycolor/package.json
363 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/ddp/node_modules/ws/node_modules/options/package.json
364 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/async/package.json
365 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/colors/package.json
366 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/cycle/package.json
367 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/eyes/package.json
368 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/pkginfo/package.json
369 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/request/package.json
370 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/winston/node_modules/stack-trace/package.json
371 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/async/package.json
372 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/deep-equal/package.json
373 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/i/package.json
374 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/mkdirp/package.json
375 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/ncp/package.json
376 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/rimraf/package.json
377 verbose from cache /usr/local/lib/node_modules/local-tld/node_modules/http-proxy/node_modules/optimist/node_modules/wordwrap/package.json
378 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/read/node_modules/mute-stream/package.json
379 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/assert-plus/package.json
380 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/asn1/package.json
381 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/ctype/package.json
382 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/hoek/package.json
383 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/boom/package.json
384 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/cryptiles/package.json
385 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/sntp/package.json
386 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/package.json
387 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/mime/package.json
388 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/async/package.json
389 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/package.json
390 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/graceful-fs/package.json
391 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/inherits/package.json
392 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/qs/package.json
393 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/json-stringify-safe/package.json
394 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/forever-agent/package.json
395 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/tunnel-agent/package.json
396 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/package.json
397 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/package.json
398 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/aws-sign/package.json
399 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/oauth-sign/package.json
400 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/cookie-jar/package.json
401 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/node-uuid/package.json
402 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/mime/package.json
403 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/package.json
404 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/chainsaw/package.json
405 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/hashish/package.json
406 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/clean-css/node_modules/optimist/node_modules/wordwrap/package.json
407 verbose read json /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/graceful-fs/package.json
408 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/node_modules/delayed-stream/package.json
409 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/package.json
410 verbose read json /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/sigmund/package.json
411 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/asn1/package.json
412 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/assert-plus/package.json
413 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/ctype/package.json
414 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/async/package.json
415 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/package.json
416 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/boom/package.json
417 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/cryptiles/package.json
418 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/hoek/package.json
419 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/sntp/package.json
420 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/chainsaw/node_modules/traverse/package.json
421 verbose read json /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/hashish/node_modules/traverse/package.json
422 verbose from cache /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/config-chain/node_modules/proto-list/package.json
423 verbose read json /usr/local/lib/node_modules/npm/node_modules/npmconf/node_modules/config-chain/node_modules/ini/package.json
424 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/boom/node_modules/hoek/package.json
425 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/cryptiles/node_modules/boom/package.json
426 verbose read json /usr/local/lib/node_modules/less/node_modules/request/node_modules/hawk/node_modules/sntp/node_modules/hoek/package.json
427 verbose from cache /usr/local/lib/node_modules/meteorite/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/graceful-fs/package.json
428 verbose from cache /usr/local/lib/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/node_modules/delayed-stream/package.json
429 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/package.json
430 verbose from cache /usr/local/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/node_modules/minimatch/node_modules/sigmund/package.json
431 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/assert-plus/package.json
432 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/asn1/package.json
433 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/http-signature/node_modules/ctype/package.json
434 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/package.json
435 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/mime/package.json
436 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/async/package.json
437 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/hoek/package.json
438 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/boom/package.json
439 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/cryptiles/package.json
440 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/sntp/package.json
441 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/chainsaw/node_modules/traverse/package.json
442 verbose from cache /usr/local/lib/node_modules/styledocco/node_modules/findit/node_modules/seq/node_modules/hashish/node_modules/traverse/package.json
443 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/node_modules/delayed-stream/package.json
444 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/boom/node_modules/hoek/package.json
445 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/cryptiles/node_modules/boom/package.json
446 verbose read json /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/hawk/node_modules/sntp/node_modules/hoek/package.json
447 verbose from cache /usr/local/lib/node_modules/watch-lessc/node_modules/less/node_modules/request/node_modules/form-data/node_modules/combined-stream/node_modules/delayed-stream/package.json
448 http 200 https://registry.npmjs.org/bower
449 silly registry.get cb [ 200,
449 silly registry.get   { vary: 'Accept',
449 silly registry.get     server: 'CouchDB/1.5.0 (Erlang OTP/R15B03)',
449 silly registry.get     etag: '"69AZ5V79RGTU7QL6KVPNQD0G0"',
449 silly registry.get     date: 'Wed, 11 Dec 2013 17:50:17 GMT',
449 silly registry.get     'content-type': 'application/json',
449 silly registry.get     'content-length': '654919' } ]
450 silly addNameRange number 2 { name: 'bower', range: '', hasData: true }
451 silly addNameRange versions [ 'bower',
451 silly addNameRange   [ '0.1.0',
451 silly addNameRange     '0.1.2',
451 silly addNameRange     '0.1.3',
451 silly addNameRange     '0.2.0',
451 silly addNameRange     '0.3.0',
451 silly addNameRange     '0.3.1',
451 silly addNameRange     '0.3.2',
451 silly addNameRange     '0.4.0',
451 silly addNameRange     '0.5.0',
451 silly addNameRange     '0.5.1',
451 silly addNameRange     '0.6.0',
451 silly addNameRange     '0.6.1',
451 silly addNameRange     '0.6.2',
451 silly addNameRange     '0.6.3',
451 silly addNameRange     '0.6.4',
451 silly addNameRange     '0.6.5',
451 silly addNameRange     '0.6.6',
451 silly addNameRange     '0.6.7',
451 silly addNameRange     '0.6.8',
451 silly addNameRange     '0.7.0',
451 silly addNameRange     '0.7.1',
451 silly addNameRange     '0.8.0',
451 silly addNameRange     '0.8.1',
451 silly addNameRange     '0.8.2',
451 silly addNameRange     '0.8.3',
451 silly addNameRange     '0.8.4',
451 silly addNameRange     '0.8.5',
451 silly addNameRange     '0.8.6',
451 silly addNameRange     '0.9.0',
451 silly addNameRange     '0.9.1',
451 silly addNameRange     '0.9.2',
451 silly addNameRange     '0.10.0',
451 silly addNameRange     '1.0.0',
451 silly addNameRange     '1.0.1',
451 silly addNameRange     '1.0.2',
451 silly addNameRange     '1.0.3',
451 silly addNameRange     '1.1.0',
451 silly addNameRange     '1.1.1',
451 silly addNameRange     '1.1.2',
451 silly addNameRange     '1.2.0',
451 silly addNameRange     '1.2.1',
451 silly addNameRange     '1.2.2',
451 silly addNameRange     '1.2.3',
451 silly addNameRange     '1.2.4',
451 silly addNameRange     '1.2.5',
451 silly addNameRange     '1.2.6',
451 silly addNameRange     '1.2.7',
451 silly addNameRange     '1.2.8' ] ]
452 verbose addNamed [ 'bower', '1.2.8' ]
453 verbose addNamed [ '1.2.8', '1.2.8' ]
454 silly lockFile f0910d34-bower-1-2-8 bower@1.2.8
455 verbose lock bower@1.2.8 /Users/stephencarr/.npm/f0910d34-bower-1-2-8.lock
456 silly lockFile f9776a33--npmjs-org-bower-bower-1-2-8-tgz https://registry.npmjs.org/bower/-/bower-1.2.8.tgz
457 verbose lock https://registry.npmjs.org/bower/-/bower-1.2.8.tgz /Users/stephencarr/.npm/f9776a33--npmjs-org-bower-bower-1-2-8-tgz.lock
458 verbose addRemoteTarball [ 'https://registry.npmjs.org/bower/-/bower-1.2.8.tgz',
458 verbose addRemoteTarball   'f63c0804a267d5ffaf2fd3fd488367e73dce202f' ]
459 info retry fetch attempt 1 at 18:50:46
460 verbose fetch to= /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz
461 http GET https://registry.npmjs.org/bower/-/bower-1.2.8.tgz
462 http 200 https://registry.npmjs.org/bower/-/bower-1.2.8.tgz
463 silly shasum updated bytes 40960
464 silly shasum updated bytes 40960
465 silly shasum updated bytes 16768
466 info shasum f63c0804a267d5ffaf2fd3fd488367e73dce202f
466 info shasum /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz
467 verbose tar unpack /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz
468 silly lockFile 95c1221c-46851-0-5898932665586472-package /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package
469 verbose lock /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package /Users/stephencarr/.npm/95c1221c-46851-0-5898932665586472-package.lock
470 silly lockFile 6aca076f-46851-0-5898932665586472-tmp-tgz /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz
471 verbose lock /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz /Users/stephencarr/.npm/6aca076f-46851-0-5898932665586472-tmp-tgz.lock
472 silly gunzTarPerm modes [ '755', '644' ]
473 silly gunzTarPerm extractEntry package.json
474 silly gunzTarPerm extractEntry .npmignore
475 silly gunzTarPerm extractEntry README.md
476 silly gunzTarPerm extractEntry LICENSE
477 silly gunzTarPerm extractEntry Gruntfile.js
478 silly gunzTarPerm extractEntry CONTRIBUTING.md
479 silly gunzTarPerm extractEntry .editorconfig
480 silly gunzTarPerm extractEntry .jshintrc
481 silly gunzTarPerm extractEntry .travis.yml
482 silly gunzTarPerm extractEntry bin/bower
483 silly gunzTarPerm extractEntry lib/config.js
484 silly gunzTarPerm extractEntry lib/index.js
485 silly gunzTarPerm extractEntry lib/commands/update.js
486 silly gunzTarPerm extractEntry lib/commands/index.js
487 silly gunzTarPerm extractEntry lib/commands/info.js
488 silly gunzTarPerm extractEntry lib/commands/init.js
489 silly gunzTarPerm extractEntry lib/commands/install.js
490 silly gunzTarPerm extractEntry lib/commands/home.js
491 silly gunzTarPerm extractEntry lib/commands/list.js
492 silly gunzTarPerm extractEntry lib/commands/lookup.js
493 silly gunzTarPerm extractEntry lib/commands/prune.js
494 silly gunzTarPerm extractEntry lib/commands/register.js
495 silly gunzTarPerm extractEntry lib/commands/search.js
496 silly gunzTarPerm extractEntry lib/commands/help.js
497 silly gunzTarPerm extractEntry lib/commands/uninstall.js
498 silly gunzTarPerm extractEntry lib/commands/completion.js
499 silly gunzTarPerm extractEntry lib/commands/link.js
500 silly gunzTarPerm extractEntry lib/commands/cache/clean.js
501 silly gunzTarPerm extractEntry lib/commands/cache/index.js
502 silly gunzTarPerm extractEntry lib/commands/cache/list.js
503 silly gunzTarPerm extractEntry lib/core/Manager.js
504 silly gunzTarPerm extractEntry lib/core/PackageRepository.js
505 silly gunzTarPerm extractEntry lib/core/Project.js
506 silly gunzTarPerm extractEntry lib/core/ResolveCache.js
507 silly gunzTarPerm extractEntry lib/core/resolverFactory.js
508 silly gunzTarPerm extractEntry lib/core/resolvers/FsResolver.js
509 silly gunzTarPerm extractEntry lib/core/resolvers/GitFsResolver.js
510 silly gunzTarPerm extractEntry lib/core/resolvers/GitHubResolver.js
511 silly gunzTarPerm extractEntry lib/core/resolvers/GitRemoteResolver.js
512 silly gunzTarPerm extractEntry lib/core/resolvers/GitResolver.js
513 silly gunzTarPerm extractEntry lib/core/resolvers/Resolver.js
514 silly gunzTarPerm extractEntry lib/core/resolvers/UrlResolver.js
515 silly gunzTarPerm extractEntry lib/core/resolvers/index.js
516 silly gunzTarPerm extractEntry lib/renderers/JsonRenderer.js
517 silly gunzTarPerm extractEntry lib/renderers/StandardRenderer.js
518 silly gunzTarPerm extractEntry lib/renderers/index.js
519 silly gunzTarPerm extractEntry lib/util/cli.js
520 silly gunzTarPerm extractEntry lib/util/createError.js
521 silly gunzTarPerm extractEntry lib/util/createLink.js
522 silly gunzTarPerm extractEntry lib/util/download.js
523 silly gunzTarPerm extractEntry lib/util/extract.js
524 silly gunzTarPerm extractEntry lib/util/copy.js
525 silly gunzTarPerm extractEntry lib/util/readJson.js
526 silly gunzTarPerm extractEntry lib/util/removeIgnores.js
527 silly gunzTarPerm extractEntry lib/util/rootCheck.js
528 silly gunzTarPerm extractEntry lib/util/semver.js
529 silly gunzTarPerm extractEntry lib/util/template.js
530 silly gunzTarPerm extractEntry lib/util/cmd.js
531 silly gunzTarPerm extractEntry lib/util/validLink.js
532 silly gunzTarPerm extractEntry lib/util/md5.js
533 silly gunzTarPerm extractEntry CHANGELOG.md
534 silly gunzTarPerm extractEntry templates/helpers/colors.js
535 silly gunzTarPerm extractEntry templates/helpers/condense.js
536 silly gunzTarPerm extractEntry templates/helpers/indent.js
537 silly gunzTarPerm extractEntry templates/helpers/index.js
538 silly gunzTarPerm extractEntry templates/helpers/rpad.js
539 silly gunzTarPerm extractEntry templates/helpers/sum.js
540 silly gunzTarPerm extractEntry templates/json/help-list.json
541 silly gunzTarPerm extractEntry templates/json/help-cache/clean.json
542 silly gunzTarPerm extractEntry templates/json/help-cache/list.json
543 silly gunzTarPerm extractEntry templates/json/help-home.json
544 silly gunzTarPerm extractEntry templates/json/help-info.json
545 silly gunzTarPerm extractEntry templates/json/help-init.json
546 silly gunzTarPerm extractEntry templates/json/help-install.json
547 silly gunzTarPerm extractEntry templates/json/help-link.json
548 silly gunzTarPerm extractEntry templates/json/help-cache.json
549 silly gunzTarPerm extractEntry templates/json/help-lookup.json
550 silly gunzTarPerm extractEntry templates/json/help-prune.json
551 silly gunzTarPerm extractEntry templates/json/help-register.json
552 silly gunzTarPerm extractEntry templates/json/help-search.json
553 silly gunzTarPerm extractEntry templates/json/help-uninstall.json
554 silly gunzTarPerm extractEntry templates/json/help-update.json
555 silly gunzTarPerm extractEntry templates/json/help.json
556 silly gunzTarPerm extractEntry templates/std/conflict-resolved.std
557 silly gunzTarPerm extractEntry templates/std/conflict.std
558 silly gunzTarPerm extractEntry templates/std/help-cache.std
559 silly gunzTarPerm extractEntry templates/std/help-generic.std
560 silly gunzTarPerm extractEntry templates/std/help.std
561 silly gunzTarPerm extractEntry templates/std/info.std
562 silly gunzTarPerm extractEntry templates/std/lookup.std
563 silly gunzTarPerm extractEntry templates/std/register.std
564 silly gunzTarPerm extractEntry templates/std/search-results.std
565 silly gunzTarPerm extractEntry templates/std/update-notice.std
566 silly gunzTarPerm extractEntry test/packages.js
567 silly gunzTarPerm extractEntry test/test.js
568 silly gunzTarPerm extractEntry test/assets/package-tar.tar.gz
569 silly gunzTarPerm extractEntry test/assets/package-zip-folder-single-file.zip
570 silly gunzTarPerm extractEntry test/assets/package-zip-folder.zip
571 silly gunzTarPerm extractEntry test/assets/package-zip-single-bower-json.zip
572 silly gunzTarPerm extractEntry test/assets/package-zip-single-component-json.zip
573 silly gunzTarPerm extractEntry test/assets/package-zip-single-file.zip
574 silly gunzTarPerm extractEntry test/assets/package-zip.zip
575 silly gunzTarPerm extractEntry test/assets/resolve-cache/list-json-1.json
576 silly gunzTarPerm extractEntry test/assets/test-temp-dir/test-exception.js
577 silly gunzTarPerm extractEntry test/assets/test-temp-dir/test.js
578 silly gunzTarPerm extractEntry test/core/packageRepository.js
579 silly gunzTarPerm extractEntry test/core/resolveCache.js
580 silly gunzTarPerm extractEntry test/core/resolverFactory.js
581 silly gunzTarPerm extractEntry test/core/resolvers/fsResolver.js
582 silly gunzTarPerm extractEntry test/core/resolvers/gitFsResolver.js
583 silly gunzTarPerm extractEntry test/core/resolvers/gitHubResolver.js
584 silly gunzTarPerm extractEntry test/core/resolvers/gitRemoteResolver.js
585 silly gunzTarPerm extractEntry test/core/resolvers/gitResolver.js
586 silly gunzTarPerm extractEntry test/core/resolvers/resolver.js
587 silly gunzTarPerm extractEntry test/core/resolvers/urlResolver.js
588 silly gunzTarPerm extractEntry test/packages.json
589 verbose read json /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package/package.json
590 silly lockFile 95c1221c-46851-0-5898932665586472-package /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package
591 silly lockFile 95c1221c-46851-0-5898932665586472-package /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package
592 silly lockFile 6aca076f-46851-0-5898932665586472-tmp-tgz /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz
593 silly lockFile 6aca076f-46851-0-5898932665586472-tmp-tgz /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/tmp.tgz
594 verbose from cache /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package/package.json
595 verbose tar pack [ '/Users/stephencarr/.npm/bower/1.2.8/package.tgz',
595 verbose tar pack   '/var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package' ]
596 verbose tarball /Users/stephencarr/.npm/bower/1.2.8/package.tgz
597 verbose folder /var/folders/p7/wrwm8fhj1zsbk8ydx1_q50xw0000gn/T/npm-25269/1386784246851-0.5898932665586472/package
